schema,query,actual_output,generated_sql_query,is_match
"CREATE TABLE city (ID INT, Name TEXT, CountryCode TEXT, District TEXT, Population INT);
CREATE TABLE sqlite_sequence (name TEXT, seq TEXT);
CREATE TABLE country (Code TEXT, Name TEXT, Continent TEXT, Region TEXT, SurfaceArea INT, IndepYear INT, Population INT, LifeExpectancy INT, GNP INT, GNPOld INT, LocalName TEXT, GovernmentForm TEXT, HeadOfState TEXT, Capital INT, Code2 TEXT);
CREATE TABLE countrylanguage (CountryCode TEXT, Language TEXT, IsOfficial TEXT, Percentage INT);
",Find the average life expectancy and total population for each continent where the average life expectancy is shorter than 72?,"SELECT sum(Population) ,  avg(LifeExpectancy) ,  Continent FROM country GROUP BY Continent HAVING avg(LifeExpectancy)  <  72;","SELECT AVG(LifeExpectancy),  SUM(Population),  Continent FROM country GROUP BY Continent HAVING AVG(LifeExpectancy)  <  72;",False
"CREATE TABLE city (ID INT, Name TEXT, CountryCode TEXT, District TEXT, Population INT);
CREATE TABLE sqlite_sequence (name TEXT, seq TEXT);
CREATE TABLE country (Code TEXT, Name TEXT, Continent TEXT, Region TEXT, SurfaceArea INT, IndepYear INT, Population INT, LifeExpectancy INT, GNP INT, GNPOld INT, LocalName TEXT, GovernmentForm TEXT, HeadOfState TEXT, Capital INT, Code2 TEXT);
CREATE TABLE countrylanguage (CountryCode TEXT, Language TEXT, IsOfficial TEXT, Percentage INT);
","What are the different continents and the total popuation and average life expectancy corresponding to each, for continents that have an average life expectancy less than 72?","SELECT sum(Population) ,  avg(LifeExpectancy) ,  Continent FROM country GROUP BY Continent HAVING avg(LifeExpectancy)  <  72;","SELECT Continent,  SUM(Population),  AVG(LifeExpectancy) FROM country GROUP BY Continent HAVING AVG(LifeExpectancy)  <  72;",False
"CREATE TABLE city (ID INT, Name TEXT, CountryCode TEXT, District TEXT, Population INT);
CREATE TABLE sqlite_sequence (name TEXT, seq TEXT);
CREATE TABLE country (Code TEXT, Name TEXT, Continent TEXT, Region TEXT, SurfaceArea INT, IndepYear INT, Population INT, LifeExpectancy INT, GNP INT, GNPOld INT, LocalName TEXT, GovernmentForm TEXT, HeadOfState TEXT, Capital INT, Code2 TEXT);
CREATE TABLE countrylanguage (CountryCode TEXT, Language TEXT, IsOfficial TEXT, Percentage INT);
",What are the names and areas of countries with the top 5 largest area?,"SELECT Name ,  SurfaceArea FROM country ORDER BY SurfaceArea DESC LIMIT 5;","SELECT Name,  SurfaceArea FROM country ORDER BY SurfaceArea DESC LIMIT 5;",False
"CREATE TABLE city (ID INT, Name TEXT, CountryCode TEXT, District TEXT, Population INT);
CREATE TABLE sqlite_sequence (name TEXT, seq TEXT);
CREATE TABLE country (Code TEXT, Name TEXT, Continent TEXT, Region TEXT, SurfaceArea INT, IndepYear INT, Population INT, LifeExpectancy INT, GNP INT, GNPOld INT, LocalName TEXT, GovernmentForm TEXT, HeadOfState TEXT, Capital INT, Code2 TEXT);
CREATE TABLE countrylanguage (CountryCode TEXT, Language TEXT, IsOfficial TEXT, Percentage INT);
",Return the names and surface areas of the 5 largest countries.,"SELECT Name ,  SurfaceArea FROM country ORDER BY SurfaceArea DESC LIMIT 5;","SELECT Name,  SurfaceArea FROM country ORDER BY SurfaceArea DESC LIMIT 5;",False
"CREATE TABLE city (ID INT, Name TEXT, CountryCode TEXT, District TEXT, Population INT);
CREATE TABLE sqlite_sequence (name TEXT, seq TEXT);
CREATE TABLE country (Code TEXT, Name TEXT, Continent TEXT, Region TEXT, SurfaceArea INT, IndepYear INT, Population INT, LifeExpectancy INT, GNP INT, GNPOld INT, LocalName TEXT, GovernmentForm TEXT, HeadOfState TEXT, Capital INT, Code2 TEXT);
CREATE TABLE countrylanguage (CountryCode TEXT, Language TEXT, IsOfficial TEXT, Percentage INT);
",What are names of countries with the top 3 largest population?,SELECT Name FROM country ORDER BY Population DESC LIMIT 3;,SELECT Name FROM country ORDER BY Population DESC LIMIT 3;,True
"CREATE TABLE city (ID INT, Name TEXT, CountryCode TEXT, District TEXT, Population INT);
CREATE TABLE sqlite_sequence (name TEXT, seq TEXT);
CREATE TABLE country (Code TEXT, Name TEXT, Continent TEXT, Region TEXT, SurfaceArea INT, IndepYear INT, Population INT, LifeExpectancy INT, GNP INT, GNPOld INT, LocalName TEXT, GovernmentForm TEXT, HeadOfState TEXT, Capital INT, Code2 TEXT);
CREATE TABLE countrylanguage (CountryCode TEXT, Language TEXT, IsOfficial TEXT, Percentage INT);
",Return the names of the 3 most populated countries.,SELECT Name FROM country ORDER BY Population DESC LIMIT 3;,SELECT Name FROM country ORDER BY Population DESC LIMIT 3;,True
"CREATE TABLE city (ID INT, Name TEXT, CountryCode TEXT, District TEXT, Population INT);
CREATE TABLE sqlite_sequence (name TEXT, seq TEXT);
CREATE TABLE country (Code TEXT, Name TEXT, Continent TEXT, Region TEXT, SurfaceArea INT, IndepYear INT, Population INT, LifeExpectancy INT, GNP INT, GNPOld INT, LocalName TEXT, GovernmentForm TEXT, HeadOfState TEXT, Capital INT, Code2 TEXT);
CREATE TABLE countrylanguage (CountryCode TEXT, Language TEXT, IsOfficial TEXT, Percentage INT);
",What are the names of the nations with the 3 lowest populations?,SELECT Name FROM country ORDER BY Population ASC LIMIT 3;,SELECT Name FROM country ORDER BY Population ASC LIMIT 3;,True
"CREATE TABLE city (ID INT, Name TEXT, CountryCode TEXT, District TEXT, Population INT);
CREATE TABLE sqlite_sequence (name TEXT, seq TEXT);
CREATE TABLE country (Code TEXT, Name TEXT, Continent TEXT, Region TEXT, SurfaceArea INT, IndepYear INT, Population INT, LifeExpectancy INT, GNP INT, GNPOld INT, LocalName TEXT, GovernmentForm TEXT, HeadOfState TEXT, Capital INT, Code2 TEXT);
CREATE TABLE countrylanguage (CountryCode TEXT, Language TEXT, IsOfficial TEXT, Percentage INT);
",Return the names of the 3 countries with the fewest people.,SELECT Name FROM country ORDER BY Population ASC LIMIT 3;,SELECT Name FROM country ORDER BY Population ASC LIMIT 3;,True
"CREATE TABLE city (ID INT, Name TEXT, CountryCode TEXT, District TEXT, Population INT);
CREATE TABLE sqlite_sequence (name TEXT, seq TEXT);
CREATE TABLE country (Code TEXT, Name TEXT, Continent TEXT, Region TEXT, SurfaceArea INT, IndepYear INT, Population INT, LifeExpectancy INT, GNP INT, GNPOld INT, LocalName TEXT, GovernmentForm TEXT, HeadOfState TEXT, Capital INT, Code2 TEXT);
CREATE TABLE countrylanguage (CountryCode TEXT, Language TEXT, IsOfficial TEXT, Percentage INT);
",how many countries are in Asia?,"SELECT count(*) FROM country WHERE continent  =  ""Asia"";",SELECT count(*) FROM country WHERE continent  =  'Asia';,True
"CREATE TABLE city (ID INT, Name TEXT, CountryCode TEXT, District TEXT, Population INT);
CREATE TABLE sqlite_sequence (name TEXT, seq TEXT);
CREATE TABLE country (Code TEXT, Name TEXT, Continent TEXT, Region TEXT, SurfaceArea INT, IndepYear INT, Population INT, LifeExpectancy INT, GNP INT, GNPOld INT, LocalName TEXT, GovernmentForm TEXT, HeadOfState TEXT, Capital INT, Code2 TEXT);
CREATE TABLE countrylanguage (CountryCode TEXT, Language TEXT, IsOfficial TEXT, Percentage INT);
",Count the number of countries in Asia.,"SELECT count(*) FROM country WHERE continent  =  ""Asia"";",SELECT count(*) FROM country WHERE continent  =  'Asia';,True
"CREATE TABLE city (ID INT, Name TEXT, CountryCode TEXT, District TEXT, Population INT);
CREATE TABLE sqlite_sequence (name TEXT, seq TEXT);
CREATE TABLE country (Code TEXT, Name TEXT, Continent TEXT, Region TEXT, SurfaceArea INT, IndepYear INT, Population INT, LifeExpectancy INT, GNP INT, GNPOld INT, LocalName TEXT, GovernmentForm TEXT, HeadOfState TEXT, Capital INT, Code2 TEXT);
CREATE TABLE countrylanguage (CountryCode TEXT, Language TEXT, IsOfficial TEXT, Percentage INT);
",What are the names of the countries that are in the continent of Europe and have a population of 80000?,"SELECT Name FROM country WHERE continent  =  ""Europe"" AND Population  =  ""80000"";",SELECT Name FROM country WHERE Continent  =  'Europe' AND Population  =  80000;,False
"CREATE TABLE city (ID INT, Name TEXT, CountryCode TEXT, District TEXT, Population INT);
CREATE TABLE sqlite_sequence (name TEXT, seq TEXT);
CREATE TABLE country (Code TEXT, Name TEXT, Continent TEXT, Region TEXT, SurfaceArea INT, IndepYear INT, Population INT, LifeExpectancy INT, GNP INT, GNPOld INT, LocalName TEXT, GovernmentForm TEXT, HeadOfState TEXT, Capital INT, Code2 TEXT);
CREATE TABLE countrylanguage (CountryCode TEXT, Language TEXT, IsOfficial TEXT, Percentage INT);
",Give the names of countries that are in Europe and have a population equal to 80000.,"SELECT Name FROM country WHERE continent  =  ""Europe"" AND Population  =  ""80000"";",SELECT Name FROM country WHERE Continent  =  'Europe' AND Population  =  80000;,False
"CREATE TABLE city (ID INT, Name TEXT, CountryCode TEXT, District TEXT, Population INT);
CREATE TABLE sqlite_sequence (name TEXT, seq TEXT);
CREATE TABLE country (Code TEXT, Name TEXT, Continent TEXT, Region TEXT, SurfaceArea INT, IndepYear INT, Population INT, LifeExpectancy INT, GNP INT, GNPOld INT, LocalName TEXT, GovernmentForm TEXT, HeadOfState TEXT, Capital INT, Code2 TEXT);
CREATE TABLE countrylanguage (CountryCode TEXT, Language TEXT, IsOfficial TEXT, Percentage INT);
",What is the total population and average area of countries in the continent of North America whose area is bigger than 3000?,"select sum(population) ,  avg(surfacearea) from country where continent  =  ""north america"" and surfacearea  >  3000;","SELECT sum(Population),  avg(SurfaceArea) FROM country WHERE Continent  =  'North America' AND SurfaceArea  >  3000;",False
"CREATE TABLE city (ID INT, Name TEXT, CountryCode TEXT, District TEXT, Population INT);
CREATE TABLE sqlite_sequence (name TEXT, seq TEXT);
CREATE TABLE country (Code TEXT, Name TEXT, Continent TEXT, Region TEXT, SurfaceArea INT, IndepYear INT, Population INT, LifeExpectancy INT, GNP INT, GNPOld INT, LocalName TEXT, GovernmentForm TEXT, HeadOfState TEXT, Capital INT, Code2 TEXT);
CREATE TABLE countrylanguage (CountryCode TEXT, Language TEXT, IsOfficial TEXT, Percentage INT);
",Give the total population and average surface area corresponding to countries in North America that have a surface area greater than 3000 .,"select sum(population) ,  avg(surfacearea) from country where continent  =  ""north america"" and surfacearea  >  3000;","SELECT sum(Population),  avg(SurfaceArea) FROM country WHERE Region  =  'North America' AND SurfaceArea  >  3000;",False
"CREATE TABLE city (ID INT, Name TEXT, CountryCode TEXT, District TEXT, Population INT);
CREATE TABLE sqlite_sequence (name TEXT, seq TEXT);
CREATE TABLE country (Code TEXT, Name TEXT, Continent TEXT, Region TEXT, SurfaceArea INT, IndepYear INT, Population INT, LifeExpectancy INT, GNP INT, GNPOld INT, LocalName TEXT, GovernmentForm TEXT, HeadOfState TEXT, Capital INT, Code2 TEXT);
CREATE TABLE countrylanguage (CountryCode TEXT, Language TEXT, IsOfficial TEXT, Percentage INT);
",What are the cities whose population is between 160000 and 900000?,SELECT name FROM city WHERE Population BETWEEN 160000 AND 900000;,SELECT Name FROM city WHERE Population BETWEEN 160000 AND 900000;,True
"CREATE TABLE city (ID INT, Name TEXT, CountryCode TEXT, District TEXT, Population INT);
CREATE TABLE sqlite_sequence (name TEXT, seq TEXT);
CREATE TABLE country (Code TEXT, Name TEXT, Continent TEXT, Region TEXT, SurfaceArea INT, IndepYear INT, Population INT, LifeExpectancy INT, GNP INT, GNPOld INT, LocalName TEXT, GovernmentForm TEXT, HeadOfState TEXT, Capital INT, Code2 TEXT);
CREATE TABLE countrylanguage (CountryCode TEXT, Language TEXT, IsOfficial TEXT, Percentage INT);
",Return the names of cities that have a population between 160000 and 900000 .,select name from city where population between 160000 and 900000;,SELECT Name FROM city WHERE Population BETWEEN 160000 AND 900000;,True
"CREATE TABLE city (ID INT, Name TEXT, CountryCode TEXT, District TEXT, Population INT);
CREATE TABLE sqlite_sequence (name TEXT, seq TEXT);
CREATE TABLE country (Code TEXT, Name TEXT, Continent TEXT, Region TEXT, SurfaceArea INT, IndepYear INT, Population INT, LifeExpectancy INT, GNP INT, GNPOld INT, LocalName TEXT, GovernmentForm TEXT, HeadOfState TEXT, Capital INT, Code2 TEXT);
CREATE TABLE countrylanguage (CountryCode TEXT, Language TEXT, IsOfficial TEXT, Percentage INT);
",Which language is spoken by the largest number of countries?,SELECT LANGUAGE FROM countrylanguage GROUP BY LANGUAGE ORDER BY count(*) DESC LIMIT 1;,SELECT Language FROM countrylanguage GROUP BY Language ORDER BY COUNT(Language) DESC LIMIT 1;,False
"CREATE TABLE city (ID INT, Name TEXT, CountryCode TEXT, District TEXT, Population INT);
CREATE TABLE sqlite_sequence (name TEXT, seq TEXT);
CREATE TABLE country (Code TEXT, Name TEXT, Continent TEXT, Region TEXT, SurfaceArea INT, IndepYear INT, Population INT, LifeExpectancy INT, GNP INT, GNPOld INT, LocalName TEXT, GovernmentForm TEXT, HeadOfState TEXT, Capital INT, Code2 TEXT);
CREATE TABLE countrylanguage (CountryCode TEXT, Language TEXT, IsOfficial TEXT, Percentage INT);
",Give the language that is spoken in the most countries.,SELECT LANGUAGE FROM countrylanguage GROUP BY LANGUAGE ORDER BY count(*) DESC LIMIT 1;,SELECT Language FROM countrylanguage GROUP BY Language ORDER BY COUNT(Language) DESC LIMIT 1;,False
"CREATE TABLE city (ID INT, Name TEXT, CountryCode TEXT, District TEXT, Population INT);
CREATE TABLE sqlite_sequence (name TEXT, seq TEXT);
CREATE TABLE country (Code TEXT, Name TEXT, Continent TEXT, Region TEXT, SurfaceArea INT, IndepYear INT, Population INT, LifeExpectancy INT, GNP INT, GNPOld INT, LocalName TEXT, GovernmentForm TEXT, HeadOfState TEXT, Capital INT, Code2 TEXT);
CREATE TABLE countrylanguage (CountryCode TEXT, Language TEXT, IsOfficial TEXT, Percentage INT);
",What is the language spoken by the largest percentage of people in each country?,"SELECT LANGUAGE ,  CountryCode ,  max(Percentage) FROM countrylanguage GROUP BY CountryCode;",SELECT T1.Language FROM countrylanguage AS T1 JOIN country AS T2 ON T1.CountryCode  =  T2.Code ORDER BY T1.Percentage DESC LIMIT 1;,False
"CREATE TABLE city (ID INT, Name TEXT, CountryCode TEXT, District TEXT, Population INT);
CREATE TABLE sqlite_sequence (name TEXT, seq TEXT);
CREATE TABLE country (Code TEXT, Name TEXT, Continent TEXT, Region TEXT, SurfaceArea INT, IndepYear INT, Population INT, LifeExpectancy INT, GNP INT, GNPOld INT, LocalName TEXT, GovernmentForm TEXT, HeadOfState TEXT, Capital INT, Code2 TEXT);
CREATE TABLE countrylanguage (CountryCode TEXT, Language TEXT, IsOfficial TEXT, Percentage INT);
","What are the country codes of the different countries, and what are the languages spoken by the greatest percentage of people for each?","SELECT LANGUAGE ,  CountryCode ,  max(Percentage) FROM countrylanguage GROUP BY CountryCode;","SELECT CountryCode,  Language FROM countrylanguage ORDER BY Percentage DESC LIMIT 1;",False
"CREATE TABLE city (ID INT, Name TEXT, CountryCode TEXT, District TEXT, Population INT);
CREATE TABLE sqlite_sequence (name TEXT, seq TEXT);
CREATE TABLE country (Code TEXT, Name TEXT, Continent TEXT, Region TEXT, SurfaceArea INT, IndepYear INT, Population INT, LifeExpectancy INT, GNP INT, GNPOld INT, LocalName TEXT, GovernmentForm TEXT, HeadOfState TEXT, Capital INT, Code2 TEXT);
CREATE TABLE countrylanguage (CountryCode TEXT, Language TEXT, IsOfficial TEXT, Percentage INT);
",What is the total number of countries where Spanish is spoken by the largest percentage of people?,"SELECT count(*) ,   max(Percentage) FROM countrylanguage WHERE LANGUAGE  =  ""Spanish"" GROUP BY CountryCode;",SELECT COUNT(*) FROM countrylanguage WHERE Language = 'Spanish' ORDER BY Percentage DESC LIMIT 1;,False
"CREATE TABLE city (ID INT, Name TEXT, CountryCode TEXT, District TEXT, Population INT);
CREATE TABLE sqlite_sequence (name TEXT, seq TEXT);
CREATE TABLE country (Code TEXT, Name TEXT, Continent TEXT, Region TEXT, SurfaceArea INT, IndepYear INT, Population INT, LifeExpectancy INT, GNP INT, GNPOld INT, LocalName TEXT, GovernmentForm TEXT, HeadOfState TEXT, Capital INT, Code2 TEXT);
CREATE TABLE countrylanguage (CountryCode TEXT, Language TEXT, IsOfficial TEXT, Percentage INT);
",Count the number of countries for which Spanish is the predominantly spoken language.,"SELECT count(*) ,   max(Percentage) FROM countrylanguage WHERE LANGUAGE  =  ""Spanish"" GROUP BY CountryCode;",SELECT COUNT(*) FROM countrylanguage WHERE Language  =  'Spanish' AND IsOfficial  =  'T';,False
"CREATE TABLE city (ID INT, Name TEXT, CountryCode TEXT, District TEXT, Population INT);
CREATE TABLE sqlite_sequence (name TEXT, seq TEXT);
CREATE TABLE country (Code TEXT, Name TEXT, Continent TEXT, Region TEXT, SurfaceArea INT, IndepYear INT, Population INT, LifeExpectancy INT, GNP INT, GNPOld INT, LocalName TEXT, GovernmentForm TEXT, HeadOfState TEXT, Capital INT, Code2 TEXT);
CREATE TABLE countrylanguage (CountryCode TEXT, Language TEXT, IsOfficial TEXT, Percentage INT);
",What are the codes of countries where Spanish is spoken by the largest percentage of people?,"SELECT CountryCode ,  max(Percentage) FROM countrylanguage WHERE LANGUAGE  =  ""Spanish"" GROUP BY CountryCode;",SELECT CountryCode FROM countrylanguage WHERE Language = 'Spanish' ORDER BY Percentage DESC LIMIT 1;,False
"CREATE TABLE city (ID INT, Name TEXT, CountryCode TEXT, District TEXT, Population INT);
CREATE TABLE sqlite_sequence (name TEXT, seq TEXT);
CREATE TABLE country (Code TEXT, Name TEXT, Continent TEXT, Region TEXT, SurfaceArea INT, IndepYear INT, Population INT, LifeExpectancy INT, GNP INT, GNPOld INT, LocalName TEXT, GovernmentForm TEXT, HeadOfState TEXT, Capital INT, Code2 TEXT);
CREATE TABLE countrylanguage (CountryCode TEXT, Language TEXT, IsOfficial TEXT, Percentage INT);
",Return the codes of countries for which Spanish is the predominantly spoken language.,"SELECT CountryCode ,  max(Percentage) FROM countrylanguage WHERE LANGUAGE  =  ""Spanish"" GROUP BY CountryCode;",SELECT CountryCode FROM countrylanguage WHERE Language  =  'Spanish' AND Percentage  =  100;,False
"CREATE TABLE conductor (Conductor_ID INT, Name TEXT, Age INT, Nationality TEXT, Year_of_Work INT);
CREATE TABLE orchestra (Orchestra_ID INT, Orchestra TEXT, Conductor_ID INT, Record_Company TEXT, Year_of_Founded INT, Major_Record_Format TEXT);
CREATE TABLE performance (Performance_ID INT, Orchestra_ID INT, Type TEXT, Date TEXT, Official_ratings_(millions) INT, Weekly_rank TEXT, Share TEXT);
CREATE TABLE show (Show_ID INT, Performance_ID INT, If_first_show TEXT, Result TEXT, Attendance INT);
",How many conductors are there?,SELECT count(*) FROM conductor;,SELECT count(*) FROM conductor;,True
"CREATE TABLE conductor (Conductor_ID INT, Name TEXT, Age INT, Nationality TEXT, Year_of_Work INT);
CREATE TABLE orchestra (Orchestra_ID INT, Orchestra TEXT, Conductor_ID INT, Record_Company TEXT, Year_of_Founded INT, Major_Record_Format TEXT);
CREATE TABLE performance (Performance_ID INT, Orchestra_ID INT, Type TEXT, Date TEXT, Official_ratings_(millions) INT, Weekly_rank TEXT, Share TEXT);
CREATE TABLE show (Show_ID INT, Performance_ID INT, If_first_show TEXT, Result TEXT, Attendance INT);
",Count the number of conductors.,SELECT count(*) FROM conductor;,SELECT count(*) FROM conductor;,True
"CREATE TABLE conductor (Conductor_ID INT, Name TEXT, Age INT, Nationality TEXT, Year_of_Work INT);
CREATE TABLE orchestra (Orchestra_ID INT, Orchestra TEXT, Conductor_ID INT, Record_Company TEXT, Year_of_Founded INT, Major_Record_Format TEXT);
CREATE TABLE performance (Performance_ID INT, Orchestra_ID INT, Type TEXT, Date TEXT, Official_ratings_(millions) INT, Weekly_rank TEXT, Share TEXT);
CREATE TABLE show (Show_ID INT, Performance_ID INT, If_first_show TEXT, Result TEXT, Attendance INT);
",List the names of conductors in ascending order of age.,SELECT Name FROM conductor ORDER BY Age ASC;,SELECT Name FROM conductor ORDER BY Age ASC;,True
"CREATE TABLE conductor (Conductor_ID INT, Name TEXT, Age INT, Nationality TEXT, Year_of_Work INT);
CREATE TABLE orchestra (Orchestra_ID INT, Orchestra TEXT, Conductor_ID INT, Record_Company TEXT, Year_of_Founded INT, Major_Record_Format TEXT);
CREATE TABLE performance (Performance_ID INT, Orchestra_ID INT, Type TEXT, Date TEXT, Official_ratings_(millions) INT, Weekly_rank TEXT, Share TEXT);
CREATE TABLE show (Show_ID INT, Performance_ID INT, If_first_show TEXT, Result TEXT, Attendance INT);
","What are the names of conductors, ordered by age?",SELECT Name FROM conductor ORDER BY Age ASC;,SELECT Name FROM conductor ORDER BY Age;,False
"CREATE TABLE conductor (Conductor_ID INT, Name TEXT, Age INT, Nationality TEXT, Year_of_Work INT);
CREATE TABLE orchestra (Orchestra_ID INT, Orchestra TEXT, Conductor_ID INT, Record_Company TEXT, Year_of_Founded INT, Major_Record_Format TEXT);
CREATE TABLE performance (Performance_ID INT, Orchestra_ID INT, Type TEXT, Date TEXT, Official_ratings_(millions) INT, Weekly_rank TEXT, Share TEXT);
CREATE TABLE show (Show_ID INT, Performance_ID INT, If_first_show TEXT, Result TEXT, Attendance INT);
","What are the names of conductors whose nationalities are not ""USA""?",SELECT Name FROM conductor WHERE Nationality != 'USA';,"SELECT Name FROM conductor WHERE Nationality!= ""USA"";",False
"CREATE TABLE conductor (Conductor_ID INT, Name TEXT, Age INT, Nationality TEXT, Year_of_Work INT);
CREATE TABLE orchestra (Orchestra_ID INT, Orchestra TEXT, Conductor_ID INT, Record_Company TEXT, Year_of_Founded INT, Major_Record_Format TEXT);
CREATE TABLE performance (Performance_ID INT, Orchestra_ID INT, Type TEXT, Date TEXT, Official_ratings_(millions) INT, Weekly_rank TEXT, Share TEXT);
CREATE TABLE show (Show_ID INT, Performance_ID INT, If_first_show TEXT, Result TEXT, Attendance INT);
","Return the names of conductors that do not have the nationality ""USA"".",SELECT Name FROM conductor WHERE Nationality != 'USA';,"SELECT Name FROM conductor WHERE Nationality!= ""USA"";",False
"CREATE TABLE conductor (Conductor_ID INT, Name TEXT, Age INT, Nationality TEXT, Year_of_Work INT);
CREATE TABLE orchestra (Orchestra_ID INT, Orchestra TEXT, Conductor_ID INT, Record_Company TEXT, Year_of_Founded INT, Major_Record_Format TEXT);
CREATE TABLE performance (Performance_ID INT, Orchestra_ID INT, Type TEXT, Date TEXT, Official_ratings_(millions) INT, Weekly_rank TEXT, Share TEXT);
CREATE TABLE show (Show_ID INT, Performance_ID INT, If_first_show TEXT, Result TEXT, Attendance INT);
",What are the record companies of orchestras in descending order of years in which they were founded?,SELECT Record_Company FROM orchestra ORDER BY Year_of_Founded DESC;,SELECT Record_Company FROM orchestra ORDER BY Year_of_Founded DESC;,True
"CREATE TABLE conductor (Conductor_ID INT, Name TEXT, Age INT, Nationality TEXT, Year_of_Work INT);
CREATE TABLE orchestra (Orchestra_ID INT, Orchestra TEXT, Conductor_ID INT, Record_Company TEXT, Year_of_Founded INT, Major_Record_Format TEXT);
CREATE TABLE performance (Performance_ID INT, Orchestra_ID INT, Type TEXT, Date TEXT, Official_ratings_(millions) INT, Weekly_rank TEXT, Share TEXT);
CREATE TABLE show (Show_ID INT, Performance_ID INT, If_first_show TEXT, Result TEXT, Attendance INT);
","Return the record companies of orchestras, sorted descending by the years in which they were founded.",SELECT Record_Company FROM orchestra ORDER BY Year_of_Founded DESC;,SELECT Record_Company FROM orchestra ORDER BY Year_of_Founded DESC;,True
"CREATE TABLE conductor (Conductor_ID INT, Name TEXT, Age INT, Nationality TEXT, Year_of_Work INT);
CREATE TABLE orchestra (Orchestra_ID INT, Orchestra TEXT, Conductor_ID INT, Record_Company TEXT, Year_of_Founded INT, Major_Record_Format TEXT);
CREATE TABLE performance (Performance_ID INT, Orchestra_ID INT, Type TEXT, Date TEXT, Official_ratings_(millions) INT, Weekly_rank TEXT, Share TEXT);
CREATE TABLE show (Show_ID INT, Performance_ID INT, If_first_show TEXT, Result TEXT, Attendance INT);
",What is the average attendance of shows?,SELECT avg(Attendance) FROM SHOW;,SELECT avg(Attendance) FROM show;,True
"CREATE TABLE conductor (Conductor_ID INT, Name TEXT, Age INT, Nationality TEXT, Year_of_Work INT);
CREATE TABLE orchestra (Orchestra_ID INT, Orchestra TEXT, Conductor_ID INT, Record_Company TEXT, Year_of_Founded INT, Major_Record_Format TEXT);
CREATE TABLE performance (Performance_ID INT, Orchestra_ID INT, Type TEXT, Date TEXT, Official_ratings_(millions) INT, Weekly_rank TEXT, Share TEXT);
CREATE TABLE show (Show_ID INT, Performance_ID INT, If_first_show TEXT, Result TEXT, Attendance INT);
",Return the average attendance across all shows.,SELECT avg(Attendance) FROM SHOW;,SELECT avg(Attendance) FROM show;,True
"CREATE TABLE conductor (Conductor_ID INT, Name TEXT, Age INT, Nationality TEXT, Year_of_Work INT);
CREATE TABLE orchestra (Orchestra_ID INT, Orchestra TEXT, Conductor_ID INT, Record_Company TEXT, Year_of_Founded INT, Major_Record_Format TEXT);
CREATE TABLE performance (Performance_ID INT, Orchestra_ID INT, Type TEXT, Date TEXT, Official_ratings_(millions) INT, Weekly_rank TEXT, Share TEXT);
CREATE TABLE show (Show_ID INT, Performance_ID INT, If_first_show TEXT, Result TEXT, Attendance INT);
","What are the maximum and minimum share of performances whose type is not ""Live final"".","SELECT max(SHARE) ,  min(SHARE) FROM performance WHERE TYPE != ""Live final"";","SELECT max(Share),  min(Share) FROM performance WHERE TYPE!= ""Live final"";",False
"CREATE TABLE conductor (Conductor_ID INT, Name TEXT, Age INT, Nationality TEXT, Year_of_Work INT);
CREATE TABLE orchestra (Orchestra_ID INT, Orchestra TEXT, Conductor_ID INT, Record_Company TEXT, Year_of_Founded INT, Major_Record_Format TEXT);
CREATE TABLE performance (Performance_ID INT, Orchestra_ID INT, Type TEXT, Date TEXT, Official_ratings_(millions) INT, Weekly_rank TEXT, Share TEXT);
CREATE TABLE show (Show_ID INT, Performance_ID INT, If_first_show TEXT, Result TEXT, Attendance INT);
","Return the maximum and minimum shares for performances that do not have the type ""Live final"".","SELECT max(SHARE) ,  min(SHARE) FROM performance WHERE TYPE != ""Live final"";","SELECT max(Share),  min(Share) FROM performance WHERE TYPE!= ""Live final"";",False
"CREATE TABLE conductor (Conductor_ID INT, Name TEXT, Age INT, Nationality TEXT, Year_of_Work INT);
CREATE TABLE orchestra (Orchestra_ID INT, Orchestra TEXT, Conductor_ID INT, Record_Company TEXT, Year_of_Founded INT, Major_Record_Format TEXT);
CREATE TABLE performance (Performance_ID INT, Orchestra_ID INT, Type TEXT, Date TEXT, Official_ratings_(millions) INT, Weekly_rank TEXT, Share TEXT);
CREATE TABLE show (Show_ID INT, Performance_ID INT, If_first_show TEXT, Result TEXT, Attendance INT);
",How many different nationalities do conductors have?,SELECT count(DISTINCT Nationality) FROM conductor;,SELECT count(DISTINCT Nationality) FROM conductor;,True
"CREATE TABLE conductor (Conductor_ID INT, Name TEXT, Age INT, Nationality TEXT, Year_of_Work INT);
CREATE TABLE orchestra (Orchestra_ID INT, Orchestra TEXT, Conductor_ID INT, Record_Company TEXT, Year_of_Founded INT, Major_Record_Format TEXT);
CREATE TABLE performance (Performance_ID INT, Orchestra_ID INT, Type TEXT, Date TEXT, Official_ratings_(millions) INT, Weekly_rank TEXT, Share TEXT);
CREATE TABLE show (Show_ID INT, Performance_ID INT, If_first_show TEXT, Result TEXT, Attendance INT);
",Count the number of different nationalities of conductors.,SELECT count(DISTINCT Nationality) FROM conductor;,SELECT count(DISTINCT Nationality) FROM conductor;,True
